識別番号,分野,頻出度,言葉,読み,文章,漢字1,読み1,漢字2,読み2
1870,d四字熟語,D,歳寒松柏,さいかんのしょうはく,不運な境遇にも打ち勝ち、志を曲げないこと,歳寒,さいかん,松柏,しょうはく
1871,d四字熟語,D,才子佳人,さいしかじん,立派な男女のこと,才子,さいし,佳人,かじん
1872,d四字熟語,D,山河襟帯,さんがきんたい,天然の地形を生かした堅固な要塞のこと,山河,さんが,襟帯,きんたい
1873,d四字熟語,D,三者鼎立,さんしゃていりつ,三者が互いに向かい合って立つ様子,三者,さんしゃ,鼎立,ていりつ
1874,d四字熟語,D,三十而立,さんじゅうじりつ,三十歳で自信をつけ、自分の学問を確立すること,三十,さんじゅう,而立,じりつ
1875,d四字熟語,D,自家薬籠,じかやくろう,自分の手中にあるもの,自家,じか,薬籠,やくろう
1876,d四字熟語,D,師資相承,ししそうしょう,師匠の教えを弟子に受け継いでいくこと,師資,しし,相承,そうしょう
1877,d四字熟語,D,死屍累累,ししるいるい,死体が重なりあっている残酷な様子,死屍,しし,累累,るいるい
1878,d四字熟語,D,悉皆成仏,しっかいじょうぶつ,ありとあらゆるものが成仏すること,悉皆,しっかい,成仏,じょうぶつ
1879,d四字熟語,D,漆身?炭,しっしんどんたん,恨みを晴らすため大変に苦しい思いをすること,漆身,しっしん,?炭,どんたん
1880,d四字熟語,D,自然法爾,じねんほうに,人の手を加えず、ありのままに任せること,自然,じねん,法爾,ほうに
1881,d四字熟語,D,子墨客卿,しぼくかくけい,詩文を作る人のこと,子墨,しぼく,客卿,かくけい
1882,d四字熟語,D,社燕秋鴻,しゃえんしゅうこう,出会って間もなく別れること,社燕,しゃえん,秋鴻,しゅうこう
1883,d四字熟語,D,寂滅為楽,じゃくめついらく,迷いから解き放たれた先に真の安楽があるということ,寂滅,じゃくめつ,為楽,いらく
1884,d四字熟語,D,車載斗量,しゃさいとりょう,非常に数が多いこと,車載,しゃさい,斗量,とりょう
1885,d四字熟語,D,羞花閉月,しゅうかへいげつ,容姿が美しい女性のたとえ,羞花,しゅうか,閉月,へいげつ
1886,d四字熟語,D,守株待兎,しゅしゅたいと,古い慣習に固執して融通が利かないこと,守株,しゅしゅ,待兎,たいと
1887,d四字熟語,D,出処進退,しゅっしょしんたい,続けるか辞めるかという身の処し方,出処,しゅっしょ,進退,しんたい
1888,d四字熟語,D,純情可憐,じゅんじょうかれん,素直で飾り気がなく、かわいらしいこと,純情,じゅんじょう,可憐,かれん
1889,d四字熟語,D,掌中之珠,しょうちゅうのたま,自分にとって最も大切なもののこと,掌中,しょうちゅう,之珠,のたま
1890,d四字熟語,D,常套手段,じょうとうしゅだん,いつも決まって使う方法,常套,じょうとう,手段,しゅだん
1891,d四字熟語,D,唇歯輔車,しんしほしゃ,互いに密接な関係にあること,唇歯,しんし,輔車,ほしゃ
1892,d四字熟語,D,身体髪膚,しんたいはっぷ,人間の体全体のこと,身体,しんたい,髪膚,はっぷ
1893,d四字熟語,D,水滴石穿,すいてきせきせん,小さな力でも集まると非常に大きな力になるということ,水滴,すいてき,石穿,せきせん
1894,d四字熟語,D,水天一碧,すいてんいっぺき,海と空が一続きになって、青々としていること,水天,すいてん,一碧,いっぺき
1895,d四字熟語,D,推本遡源,すいほんそげん,物事の本質を追い求めること,推本,すいほん,遡源,そげん
1896,d四字熟語,D,趨炎附熱,すうえんふねつ,時の権力者に服従すること,趨炎,すうえん,附熱,ふねつ
1897,d四字熟語,D,精衛?海,せいえいてんかい,不可能なことを計画し、失敗して無駄になること,精衛,せいえい,?海,てんかい
1898,d四字熟語,D,西施捧心,せいしほうしん,病気に苦しむ美しい女性のたとえ,西施,せいし,捧心,ほうしん
1899,d四字熟語,D,西戎東夷,せいじゅうとうい,西方と東方の異民族,西戎,せいじゅう,東夷,とうい
1900,d四字熟語,D,碩学大儒,せきがくたいじゅ,学問の真理を究めた偉大な学者のたとえ,碩学,せきがく,大儒,たいじゅ
1901,d四字熟語,D,尺短寸長,せきたんすんちょう,優れた人にも欠点があり、また劣っている人にも長所があること,尺短,せきたん,寸長,すんちょう
1902,d四字熟語,D,尺璧非宝,せきへきひほう,時間は非常に大切であるという教え,尺璧,せきへき,非宝,ひほう
1903,d四字熟語,D,浅酌低唱,せんしゃくていしょう,ほどよく酒を飲んで、低い声で歌うこと,浅酌,せんしゃく,低唱,ていしょう
1904,d四字熟語,D,千射万箭,せんしゃばんせん,一つのことも、いい加減にしてはいけないという教え,千射,せんしゃ,万箭,ばんせん
1905,d四字熟語,D,禅譲放伐,ぜんじょうほうばつ,古代中国で行われた主朝交代の方式,禅譲,ぜんじょう,放伐,ほうばつ
1906,d四字熟語,D,栴檀双葉,せんだんのふたば,立派な人物は幼少のころより優れているということ,栴檀,せんだん,双葉,ふたば
1907,d四字熟語,D,千編一律,せんぺんいちりつ,平凡で面白みのないこと,千編,せんぺん,一律,いちりつ
1908,d四字熟語,D,桑弧蓬矢,そうこほうし,男子が志を立てること,桑弧,そうこ,蓬矢,ほうし
1909,d四字熟語,D,曾参歌声,そうしんのかせい,貧しくても気高く生きること,曾参,そうしん,歌声,かせい
1910,d四字熟語,D,聡明叡知,そうめいえいち,聖人がもつという四つの徳。優れた才能の持ち主,聡明,そうめい,叡知,えいち
1911,d四字熟語,D,楚越同舟,そえつどうしゅう,仲の悪い者が、共に一つの場所にいること,楚越,そえつ,同舟,どうしゅう
1912,d四字熟語,D,楚材晋用,そざいしんよう,他のところにいる人材を、重要な地位に取り立てて使うこと,楚材,そざい,晋用,しんよう
1913,d四字熟語,D,断簡零墨,だんかんれいぼく,ちょっと書いたものの切れ端,断簡,だんかん,零墨,れいぼく
1914,d四字熟語,D,断章取義,だんしょうしゅぎ,他人の文の一部を切り取って都合よく使うこと,断章,だんしょう,取義,しゅぎ
1915,d四字熟語,D,耽美主義,たんびしゅぎ,理性ではなく美を重視する世界観,耽美,たんび,主義,しゅぎ
1916,d四字熟語,D,知小謀大,ちしょうぼうだい,知力が乏しいにもかかわらず大きな計画を立てること,知小,ちしょう,謀大,ぼうだい
1917,d四字熟語,D,朝穿暮塞,ちょうせんぼそく,建物を頻繁に壊したり、作ったりする様子,朝穿,ちょうせん,暮塞,ぼそく
1918,d四字熟語,D,直言極諫,ちょくげんきょっかん,自分の信ずるところを遠慮なく目上の人に忠告すること,直言,ちょくげん,極諫,きょっかん
1919,d四字熟語,D,通儒碩学,つうじゅせきがく,学問の真理を究めた偉大な学者のたとえ,通儒,つうじゅ,碩学,せきがく
1920,d四字熟語,D,鉄網珊瑚,てつもうさんご,優れた人や物を探し求めること,鉄網,てつもう,珊瑚,さんご
1921,d四字熟語,D,電光雷轟,でんこうらいごう,勢いが激しい様子,電光,でんこう,雷轟,らいごう
1922,d四字熟語,D,天長地久,てんちょうちきゅう,天地はいつまでも変わらないで、あり続けること,天長,てんちょう,地久,ちきゅう
1923,d四字熟語,D,同床異夢,どうしょういむ,同じ立場にあっても、考えや目指すものが違うこと,同床,どうしょう,異夢,いむ
1924,d四字熟語,D,動静云為,どうせいうんい,言葉と行い,動静,どうせい,云為,うんい
1925,d四字熟語,D,党同伐異,とうどうばつい,物事の道筋と関係なく仲間に味方しそれ以外の者を攻撃すること,党同,とうどう,伐異,ばつい
1926,d四字熟語,D,同病相憐,どうびょうそうれん,同じ病気に苦しんでいる人が、互いに同情しあうこと,同病,どうびょう,相憐,そうれん
1927,d四字熟語,D,豆剖瓜分,とうぼうかぶん,まとまっていたものが、複数に分かれること,豆剖,とうぼう,瓜分,かぶん
1928,d四字熟語,D,斗折蛇行,とせつだこう,道や川が曲がりくねっている様子,斗折,とせつ,蛇行,だこう
1929,d四字熟語,D,斗粟尺布,とぞくしゃくふ,兄弟の仲が悪いこと,斗粟,とぞく,尺布,しゃくふ
1930,d四字熟語,D,途方途轍,とほうとてつ,筋道。道理,途方,とほう,途轍,とてつ
1931,d四字熟語,D,吐哺捉髪,とほそくはつ,優秀な人材を熱心に探し求める様子,吐哺,とほ,捉髪,そくはつ
1932,d四字熟語,D,忍気?声,にんきどんせい,怒りを抑えて声に出さないこと,忍気,にんき,?声,どんせい
1933,d四字熟語,D,熱願冷諦,ねつがんれいてい,熱心に願うことと、冷静に物事の本質を明らかにすること,熱願,ねつがん,冷諦,れいてい
1934,d四字熟語,D,燃犀之明,ねんさいのめい,物を見抜く力があること,燃犀,ねんさい,之明,のめい
1935,d四字熟語,D,能鷹隠爪,のうよういんそう,優れた人物は能力を人前でひけらかさないといこと,能鷹,のうよう,隠爪,いんそう
1936,d四字熟語,D,稗官野史,はいかんやし,人々の間に伝わるうわさなどを歴史風に書いたもの,稗官,はいかん,野史,やし
1937,d四字熟語,D,白衣蒼狗,はくいそうく,世の中の変化が速いこと,白衣,はくい,蒼狗,そうく
1938,d四字熟語,D,白虹貫日,はくこうかんじつ,反乱が起こり君主に危険が迫る予兆のこと,白虹,はくこう,貫日,かんじつ
1939,d四字熟語,D,八駒空谷,はっくくうこく,賢人がしかるべき地位に重用されず、在野にあること,八駒,はっく,空谷,くうこく
1940,d四字熟語,D,八紘一宇,はっこういちう,全世界が一つ屋根の下にあるという考え,八紘,はっこう,一宇,いちう
1941,d四字熟語,D,飛耳長目,ひじちょうもく,広範な知識を持ち、観察が鋭いこと,飛耳,ひじ,長目,ちょうもく
1942,d四字熟語,D,百伶百利,ひゃくれいひゃくり,非常に賢いこと,百伶,ひゃくれい,百利,ひゃくり
1943,d四字熟語,D,百花斉放,ひゃっかせいほう,文化や芸術が自由活発に行われること,百花,ひゃっか,斉放,せいほう
1944,d四字熟語,D,氷壺秋月,ひょうこしゅうげつ,心が澄んでいる様子,氷壺,ひょうこ,秋月,しゅうげつ
1945,d四字熟語,D,猫鼠同眠,びょうそどうみん,悪事を取り締まる側と、取り締まられる側が共謀すること,猫鼠,びょうそ,同眠,どうみん
1946,d四字熟語,D,牝鶏牡鳴,ひんけいぼめい,女性が権力を握ること,牝鶏,ひんけい,牡鳴,ぼめい
1947,d四字熟語,D,舞文曲筆,ぶぶんきょくひつ,巧みに言葉をもてあそび、事実を曲げて書くこと,舞文,ぶぶん,曲筆,きょくひつ
1948,d四字熟語,D,並駕斉駆,へいがせいく,能力などに差がないこと,並駕,へいが,斉駆,せいく
1949,d四字熟語,D,閉月羞花,へいげつしゅうか,美しい女性のたとえ,閉月,へいげつ,羞花,しゅうか
1950,d四字熟語,D,平談俗語,へいだんぞくご,日常のありふれた言葉,平談,へいだん,俗語,ぞくご
1951,d四字熟語,D,閉明塞聡,へいめいそくそう,世間と触れる機会を断つこと,閉明,へいめい,塞聡,そくそう
1952,d四字熟語,D,偏僻蔽固,へんぺきへいこ,考えが偏っていて、強情な様子,偏僻,へんぺき,蔽固,へいこ
1953,d四字熟語,D,報怨以徳,ほうえんいとく,恨みを向けられている相手にも愛情を注ぎ、利益を与えること,報怨,ほうえん,以徳,いとく
1954,d四字熟語,D,鳳凰来儀,ほうおうらいぎ,世の中が平和に治まっている様子,鳳凰,ほうおう,来儀,らいぎ
1955,d四字熟語,D,法党比周,ほうとうひしゅう,利害が一致する仲間が助け合い、それ以外の者を排除すること,法党,ほうとう,比周,ひしゅう
1956,d四字熟語,D,捧腹大笑,ほうふくたいしょう,腹をかかえて笑うこと,捧腹,ほうふく,大笑,たいしょう
1957,d四字熟語,D,無智蒙昧,むちもうまい,知識がなく愚かな様子,無智,むち,蒙昧,もうまい
1958,d四字熟語,D,明哲保身,めいてつほしん,聡明で事理に通じている人は危険を察知して身の安全を保つこと,明哲,めいてつ,保身,ほしん
1959,d四字熟語,D,名誉挽回,めいよばんかい,失った名誉や信用を取り戻すこと,名誉,めいよ,挽回,ばんかい
1960,d四字熟語,D,問牛知馬,もんぎゅうちば,相手の隠している事柄を、巧妙な尋問で明らかにすること,問牛,もんぎゅう,知馬,ちば
1961,d四字熟語,D,問鼎軽重,もんていけいちょう,権力者の実力を疑うこと,問鼎,もんてい,軽重,けいちょう
1962,d四字熟語,D,妖怪変化,ようかいへんげ,人知では容易に理解できない奇怪な現象や物体のこと,妖怪,ようかい,変化,へんげ
1963,d四字熟語,D,抑揚頓挫,よくようとんざ,盛んだった勢いが途中で弱まること,抑揚,よくよう,頓挫,とんざ
1964,d四字熟語,D,蘭亭殉葬,らんていじゅんそう,書画や骨董、器物などを非常に愛好するたとえ,蘭亭,らんてい,殉葬,じゅんそう
1965,d四字熟語,D,梁上君子,りょうじょうのくんし,泥棒のこと,梁上,りょうじょう,君子,くんし
1966,d四字熟語,D,竜騰虎闘,りょうとうことう,実力が伯仲している者同士が激しく戦うこと,竜騰,りょうとう,虎闘,ことう
1967,d四字熟語,D,麟鳳亀竜,りんぽうきりょう,平和な世に現れるとされている空想の動物。賢者のこと,麟鳳,りんぽう,亀竜,きりょう
1968,d四字熟語,D,礪山帯河,れいざんたいが,永久に不変の誓いのたとえ,礪山,れいざん,帯河,たいが
